Element;Sc;Ga;Zr;Ru;Rh;Cd;In;Te;Hf;Re;Ir;Pd;La;As;Bi;Co;Sm;Sb;V;Ce;Ag;Ge;Mo;Y;Ta;Pt;Au;Zn;Hg;Pb;Cu;W;Mn;Sn;Cr;Ni;Nb;Mg;Al;Si;Ti;Fe
SR;1.892313;3.506092;0.560898;3.327724;2.54002350299529;0.743321;1.47858981194593;1.160649;0.560898;0.906848;3.252445617;1.119407;3.5;1.36516218452022;2.426048816;1.991424;3.5;1.265573735;1.825705298;4;0.501643269879419;2.368;0.815479951;2.711024;0.9814061775;2.03633317901343;0.281043453671411;0.514437;2.981432;0.791367;0.37811717197355;2.61815576835798;0.720935;0.598218;0.932994799758456;0.965453533923625;2.63121038551829;2.850944;1.266176;1.729809;1.450932;0.5
