;Australia;Canada;United States;China;Russia;Mexico;Peru;South Africa;Brazil;Chile;Kazakhstan;Philippines;Argentina;Indonesia;Sweden;Zimbabwe;Democratic Republic of the Congo;Finland;Namibia;Turkey;Ghana;India;Mongolia;Ecuador;Burkina Faso;Tanzania;Papua New Guinea;Bolivia;Colombia;Kyrgyzstan;Spain;Mali;Zambia;Guinea;Saudi Arabia;Venezuela;Uzbekistan;Botswana;Cote d'Ivoire;Cuba;Guyana;Portugal;Vietnam;Iran;Serbia;Armenia;Ireland;Nicaragua;Algeria;Bulgaria;Greenland;Malaysia;Niger;Nigeria;Ukraine;Dominican Republic;Tajikistan;Cameroon;Fiji;Honduras;Mauritania;New Zealand;Egypt;Guatemala;Morocco;Norway;Panama;Romania;Slovakia;Albania;Greece;Kenya;Laos;Liberia;Senegal;Sierra Leone;Gabon;Mozambique;Myanmar;New Caledonia;Poland;United Kingdom;Azerbaijan;Czech Republic;Madagascar;Malawi;Republic of Congo;Costa Rica;El Salvador;Eritrea;Ethiopia;Georgia;Pakistan;South Korea;Sudan;Suriname;Thailand;Germany;Haiti;Italy;Afghanistan;Austria;French Guiana;Hungary;Macedonia;Oman;Solomon Islands;Burundi;France;Jamaica;North Korea;Uruguay;Yemen;Angola;Bosnia and Herzegovina;Cambodia;Central African Republic;Chad;Paraguay;Sri Lanka;Togo;Tunisia;Uganda;Aruba;Benin;Cyprus;Japan;Montenegro;Nepal;Puerto Rico;Rwanda;Swaziland;Other countries
Mn;0.15763993027936024;0.000806916426512967;0.000537944284341978;0.039354576974512605;0.00111431316042267;0.010875023001146115;0.000249759846301632;0.35188050125836157;0.035615742491484116;0.000211335254562918;0.006508937484696086;0.0;0.0;0.0;0.000518731988472624;0.0;0.0;0.0;0.0;0.000192122958693564;0.04096530920060334;0.03837921246973627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.019019607843137255;0.0;0.0;0.0;0.007802916038210072;0.0009606147934678199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01219205630970333;0.0;0.0;0.01602850258554618;0.0;0.0;0.0;0.0;0.0;0.000155619596541786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22433383609854166;0.0;0.010241327300150834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007802916038210072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01661224631728104
Sn;0.03228705548966383;0.00016172860071700162;0.0013580096779746038;0.23587503957109976;0.009810006533827263;0.001216131302164528;0.07903365346824644;0.0003969109596209678;0.061237050070267786;0.0004233542430996815;0.0006089462124867209;3.444694568777333e-05;6.992845759331917e-06;0.1738547684636555;0.0003341314797686854;6.30182123370713e-06;0.06531099140262517;0.0;0.0;5.376903475102005e-06;1.2070815554673341e-05;0.0013073326326681282;0.0;0.0;8.047210369782213e-06;8.047210369782213e-06;0.0;0.060855810578595015;0.0;0.0;0.0;8.047210369782213e-06;7.839324358236547e-05;0.0;0.0;0.0;1.341201728297041e-05;0.0;0.0;0.0;0.0;0.0;0.01769830471638399;3.840645339358575e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020369746937725045;0.0;0.027213143210434373;0.0;0.0;3.840645339358575e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00768039638635527;0.0;0.0;0.0;0.0;0.0;0.18032234994051693;1.9806993770469706e-05;0.00013170560521828228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000127904765844912;0.0;0.0;0.0;0.00012584178575063946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3931508153161086e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00030944701414091676;0.0;0.0;0.0;0.013469816810520157;0.0;0.008217866124340887
Cr;0.00014115838096378236;0.0006884982026612994;0.0002942918179452985;9.704638691260024e-05;0.0023915362587087255;0.0;0.0;0.4376439388652381;7.851934941110401e-05;0.0;0.14202898550724632;0.00035289595240945516;0.0;0.0015880317858425527;0.0;0.0018298555377207065;0.0;0.04734299516908217;0.0;0.14202898550724632;0.0;0.09942028985507262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00020291517263543713;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12387005625090378
Ni;0.04411199405118252;0.050155688331657414;0.004966193107905987;0.030326995910187938;0.057355080846482116;0.0;0.0;0.01155698234349916;0.024537296690970295;0.0;0.0;0.11027998512795605;0.0;0.4962599330758036;0.0;0.0018298555377207065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06341099144857486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10520900352805909
Nb;0.0005005232469235607;0.08244220805711172;1.563743996866641e-05;0.0029526139778235216;0.005354805022606036;1.4003714804136733e-05;0.0009100701060226588;4.570417578492905e-06;0.885072374705872;4.874911180180651e-06;7.011997039748604e-06;3.966555275952796e-07;8.05224053592887e-08;0.002001932349386233;3.847513785260475e-06;7.256527905039752e-08;0.0100457847059837;0.0;0.0;6.191487930677996e-08;1.389950724729586e-07;1.5053895339624023e-05;0.0;0.0;9.266338164863892e-08;9.266338164863892e-08;0.0;0.0007007528002942221;0.0;0.0;0.0;9.266338164863892e-08;9.026958057446846e-07;0.0;0.0;0.0;1.5443896941439884e-07;0.0;0.0;0.0;0.0;0.0;0.00020379543830821584;4.422491379055712e-08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00023455701390190964;0.0;0.0006426902987934748;0.0;0.0;4.422491379055712e-08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.843952983186672e-05;0.0;0.0;0.0;0.0;0.0;0.002076406352574284;2.2807692836728623e-07;1.5165860218386643e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4728194725308004e-06;0.0;0.0;0.0;1.4490643197480483e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00010840233138785423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.563272917413234e-06;0.0;0.0;0.0;0.003949612226172267;0.0;0.0026396278997388826
Mg;0.0;0.0;0.0505561172901921;0.839231547017189;0.0202224469160768;0.0;0.0;0.0;0.0222446916076845;0.0;0.0252780586450961;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0151668351870576;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0050556117290192;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0222446916076845
Al;0.0220718069452619;0.0441436138905238;0.011035903472631;0.603296056503826;0.0559152442613302;0.0;0.0;0.0;0.0161859917598587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0603296056503826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0397292525014715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0144202472042378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0298705120659211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.103001765744556
Si;0.0;0.0055660692419013;0.0055660692419013;0.734721139930981;0.069019258599577;0.0;0.0;0.0;0.0434153400868307;0.0;0.0139151731047534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066792830902816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0062339975509295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0089057107870421;0.0;0.0;0.000222642769676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0523210508738729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0055660692419013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0066792830902816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012245352332183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0089057107870421;0.0;0.0;0.0;0.0200378492708449
Ti;0.0654878847413229;0.0545732372844357;0.0218292949137743;0.338354071163501;0.0;0.0;0.0;0.120061122025759;0.005893909626719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0243396638288583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015280506439642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0120061122025759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469329840646147;0.0;0.0;0.0;0.0;0.0;0.0216110019646365;0.0;0.0;0.0379829731499673;0.0120061122025759;0.0;0.175616677581314;0.0;0.0;0.0;0.0;0.0;0.0;0.0349268718620389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0130975769482646
Fe;0.377841818764009;0.0268972142170989;0.0179314761447326;0.10886967659302;0.037143772014089;0.0048671149535702;0.0083253282100544;0.0249759846301633;0.179314761447326;0.0070445084854306;0.0056356067883445;0.0;0.0;0.0;0.0172910662824208;0.0;0.0;0.0;0.0;0.0064040986231188;0.0;0.10886967659302;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032020493115594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0140890169708614;0.0;0.0;0.0;0.0;0.0;0.0051873198847262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0172910662824208
