;Mn;Pd;Cr;Rh;Pt;Ru;Ir;Ta;Nb;Sn;Sc;Co;Ni;Sm;V;La;Ce;Fe;Au;Ti;Zr;Hf;As;Ag;In;Zn;Ge;Cd;Te;Cu;Re;Mo;Y;Pb;Bi;Sb;Ga;Al;Si;Hg;W;Mg
Y;0.1726594866040699;0.07199614634341565;0.021432210077340162;0.04043764206239101;0.029655116645287624;0.033038183582992715;0.033038183582992715;0.18456765607480485;0.06701441543338048;0.7000891623079576;0.7082861375844258;0.448934600015237;0.08024060042362925;0.903811798922702;0.829164345663269;0.6810709114462866;0.5051474468882106;0.44452252401743564;0.5754491720699744;0.8203792363084701;0.8203792363084699;0.8203792363084699;0.8706229928123169;0.8306927204437758;0.8814350583369355;0.8546408338129672;0.8546408338129672;0.8546408338129672;0.9125055473380858;0.904281716280761;0.9110796099910197;0.9025444286241489;1.0;0.9243906007696696;0.9606518001297786;0.9494309285568909;0.9420110732236456;0.9418592175262123;0.9487849721491175;0.9480616535159595;0.9522331734859835;0.9595166614217153
Pb;0.17226479519811358;0.1273815758220552;0.10306447841992704;0.0716477996980577;0.05283593796704657;0.05874076218026787;0.05874076218026787;0.19760501069671652;0.00511417334862159;0.630505975694536;0.7224388741166179;0.5135558763210741;0.14028377779555073;0.8498484634309349;0.8122727941803823;0.6540059634433665;0.4960010201479776;0.4401090216373984;0.7720295365471783;0.781997260156987;0.781997260156987;0.781997260156987;0.9476576287875766;0.9639671535949156;0.9759578846567798;0.975769593635142;0.975769593635142;0.975769593635142;0.9482721196539435;0.9386903814852677;0.9302389163576333;0.9153263990680468;0.9243906007696696;1.0;0.9789904936038706;0.9781161656100277;0.9474156959243039;0.9465007660317697;0.9076133322627373;0.9086738340756182;0.9071184070709792;0.9129123316479769
Bi;0.1391526904747437;0.12391784076184689;0.060969315566827074;0.06303894674379881;0.042971105259876095;0.04923947191758187;0.04923947191758187;0.20954040004283866;0.017124514184345425;0.6933407237211111;0.7232034005133521;0.5354929809795168;0.14609912454310478;0.8379136042975637;0.7879326752473131;0.6024931622731428;0.4240881090189744;0.3624865753867952;0.6805532691710984;0.8119431603177081;0.8119431603177081;0.8119431603177081;0.9446213195400145;0.9243471217812678;0.9487519329899635;0.9307483634592958;0.9307483634592958;0.9307483634592958;0.9743540238408676;0.9676332448298872;0.9607502948342934;0.9460918489898329;0.9606518001297787;0.9789904936038706;1.0;0.9906550338944724;0.9785815852611809;0.9781423078598435;0.9653457470102469;0.9665218870411021;0.9687701874114034;0.9701590576122725
Sb;0.15021507907635687;0.13692512662431952;0.0799451568983519;0.07507666271805061;0.054320535841020326;0.06082652901595633;0.06082652901595633;0.20905466751200175;0.019710685576594087;0.6984890241259207;0.7245285901541221;0.5334729663407805;0.1537283463979319;0.838489937314078;0.7931409312443901;0.6133013716066542;0.44000670205363707;0.37999674471383826;0.7122970823039712;0.8009612249352747;0.8009612249352747;0.8009612249352747;0.9461389630424998;0.9318526890532125;0.9522284395221752;0.9349559692360085;0.9349559692360085;0.9349559692360085;0.9610747432143353;0.9534706606192638;0.9458071964353229;0.9310193546141836;0.9494309285568909;0.9781161656100278;0.9906550338944725;1.0;0.9657152218659426;0.9651738738366721;0.9486507974007452;0.9479182581089325;0.9508317871536208;0.951611572707826
Ga;0.1143447944606106;0.09994614158495796;0.06075765231521369;0.056224367120215474;0.04161229426265252;0.046200164899325484;0.046200164899325484;0.1840809995425011;0.03660373611814118;0.6285715201932318;0.6903508793966131;0.4909240323518157;0.10911680005476927;0.803784413265777;0.7680125445017242;0.5597716073453244;0.3799488608666072;0.3172062560619969;0.648168531687437;0.8189753862045168;0.8189753862045167;0.8189753862045167;0.8962724316409366;0.8718514691362679;0.8980309166237532;0.8833901662726376;0.8833901662726376;0.8833901662726376;0.9556584441403189;0.9499320912858769;0.929350066697601;0.9095640724853552;0.9420110732236457;0.9474156959243039;0.9785815852611808;0.9657152218659426;1.0;0.9999952773518317;0.9799865042991878;0.969651267415178;0.9724648526436362;0.9747690034382324
Al;0.1136180181953777;0.09946964235565572;0.059943646463136574;0.055809611780021647;0.04123743989297882;0.04581218378319627;0.04581218378319627;0.183793538119718;0.03677375442620267;0.6281430539091839;0.6897422479207039;0.49047813702362053;0.10874957792853873;0.8031398421582185;0.7673657373525762;0.5587972874584051;0.3788497459372793;0.316074938021105;0.6466203159555622;0.8188925101940263;0.8188925101940263;0.8188925101940263;0.895258973563234;0.8705196303105622;0.8967239180290312;0.8819457206708631;0.8819457206708631;0.8819457206708631;0.9552941432987458;0.9496055571541712;0.9288941172234768;0.9090616540830593;0.9418592175262123;0.9465007660317696;0.9781423078598434;0.9651738738366721;0.9999952773518318;1.0;0.9802419999399815;0.9698191409071785;0.9726758018601671;0.9749487765993027
Si;0.09298173116385189;0.0698198795885606;0.014207959679020088;0.039120535337296064;0.02904765395799173;0.032211147824644876;0.032211147824644876;0.1754576695116958;0.06289476890435275;0.6393957506010799;0.6555947464638646;0.4571228864147846;0.075316029970459;0.7876523207199226;0.7453294188255759;0.5263624101102616;0.3384677493681096;0.27398411795326855;0.5462386166043462;0.8145597012739108;0.8145597012739108;0.8145597012739108;0.8588154440836439;0.8220970782494966;0.8499769178071427;0.8260451632479673;0.8260451632479673;0.8260451632479673;0.9374309157753589;0.9327107500193176;0.9243208886655809;0.9095063979795571;0.9487849721491174;0.9076133322627374;0.9653457470102469;0.9486507974007452;0.9799865042991877;0.9802419999399816;1.0;0.9873281216404011;0.9904549243658437;0.9925195282810586
Hg;0.09171419032376565;0.049621078794186736;0.007594101616370631;0.02160689691020056;0.012575853847049775;0.015381280709598892;0.015381280709598892;0.14439132625078932;0.004178898871074636;0.6391499308420568;0.640657875817012;0.4463918629080117;0.06395547431872224;0.7759660795146323;0.7176856890823238;0.5069944175081929;0.31585047218540396;0.2506476054789473;0.5182919690815841;0.8115335416964047;0.8115335416964047;0.8115335416964047;0.8573041959956451;0.8200176168135893;0.8532620155479156;0.8302837252879692;0.8302837252879692;0.8302837252879692;0.933466476009913;0.9281607811972837;0.9272549952329798;0.9154177295016105;0.9480616535159596;0.9086738340756182;0.966521887041102;0.9479182581089326;0.9696512674151782;0.9698191409071785;0.987328121640401;1.0;0.9913443749324033;0.9919643850976835
W;0.09364053038350356;0.06058968141921092;0.004721482194104861;0.02764309699691125;0.017076871085723394;0.02036460765547125;0.02036460765547125;0.15813823306062927;0.007695200421848817;0.6533865152235255;0.6496897412463589;0.4568494087608555;0.07545380628346858;0.7820342464335228;0.726304661554904;0.5138631474311698;0.32256714716500173;0.257386115805502;0.5230905447720386;0.8126374331754599;0.8126374331754599;0.8126374331754599;0.8583225066601236;0.8173711113729983;0.8520262057106421;0.8261987403907242;0.8261987403907242;0.8261987403907242;0.9355528872019903;0.9304336232576338;0.9244603475358983;0.9106171904106305;0.9522331734859834;0.9071184070709792;0.9687701874114035;0.9508317871536207;0.9724648526436362;0.9726758018601671;0.9904549243658438;0.9913443749324033;1.0;0.9940650488082032
Mg;0.08994517740892596;0.054046891243795615;0.020160661843452603;0.02532253840607973;0.016063662400822253;0.018947130660916543;0.018947130660916543;0.15731738853770275;0.02983281435857531;0.635713845471154;0.6449888279976865;0.45089738613575775;0.06640953598718437;0.7868874094162602;0.7267439612809673;0.5156873049024252;0.32279358117650825;0.25729471854991404;0.5356044823190055;0.8123916742761387;0.8123916742761387;0.8123916742761387;0.8590582726551453;0.8240537075079482;0.8554784544899908;0.8329864625258987;0.8329864625258987;0.8329864625258987;0.9403405188857245;0.9353516426920001;0.9335061225501665;0.921213122137475;0.9595166614217152;0.9129123316479769;0.9701590576122725;0.951611572707826;0.9747690034382324;0.9749487765993026;0.9925195282810586;0.9919643850976835;0.9940650488082031;1.0
