Creep strength Temp ©;Creep strength Stress (Mpa);Creep strength 1 Time for 1% creep (hours);Creep strength 1 Rupture life (hours);Creep strength 1 Elongation / rupture strain (%);LMP;Normalized Composition;DeltaH_mix;1-mr
1093;138.0;;64.8;;29.79461146;Al0.14318B0.00275C0.00020Co0.07564Cr0.05715Hf0.00050Mo0.00929Ni0.66107Re0.00958Ta0.02463Ti0.00621W0.00970Y0.00010;-0.0023064;0.00295000000000001
982;276.0;;65.4;;27.37855007;Al0.14318B0.00275C0.00020Co0.07564Cr0.05715Hf0.00050Mo0.00929Ni0.66107Re0.00958Ta0.02463Ti0.00621W0.00970Y0.00010;-0.0023064;0.00295000000000001
982;179.4;;65.6;;27.38021432;Al0.09224B0.00016C0.00247Co0.07542Cr0.11055Hf0.00066Mo0.00926Ni0.63051Ta0.01572Ti0.04333W0.01966;-0.21201;0.00263000000000002
1148;90.0;;66.4;;31.00930084;Al0.13097B0.00022C0.00245Co0.07495Cr0.09062Hf0.00049Mo0.00921Ni0.64016Re0.00949Ta0.01953Ti0.01230W0.00961;0.014595;0.00266999999999995
871;552.0;;66.7;;24.96679995;Al0.12631B0.00022C0.00247Co0.07543Cr0.09119Hf0.00050Ni0.64171Re0.01432Ta0.01638Ti0.01857W0.01290;-0.031007;0.00268999999999997
982;276.0;;67.1;;27.39253676;Al0.12631B0.00022C0.00247Co0.07543Cr0.09119Hf0.00050Ni0.64171Re0.01432Ta0.01638Ti0.01857W0.01290;-0.031007;0.00268999999999997
1093;138.0;;68.0;;29.82320717;Al0.14319B0.00275C0.00020Co0.07564Cr0.05716Hf0.00050Mo0.00929Ni0.66110Re0.01117Ta0.02299Ti0.00621W0.00970Y0.00010;0.0064129;0.00295000000000001
982;276.0;;68.5;;27.40379167;Al0.12676B0.00022C0.00245Co0.07505Cr0.09073Hf0.00050Mo0.00922Ni0.63796Re0.00950Ta0.01629Ti0.01848W0.01283;-0.01848;0.00266999999999995
982;276.0;;68.9;;27.40696512;Al0.12782B0.00022C0.00248Co0.10090Cr0.08005Hf0.00050Mo0.00930Ni0.61779Re0.00639Ta0.01643Ti0.01863W0.01941Y0.00010;0.019382;0.00270000000000004
871;379.5;;69.2;;24.98508137;Al0.09224B0.00016C0.00247Co0.07542Cr0.11055Hf0.00066Mo0.00926Ni0.63051Ta0.01572Ti0.04333W0.01966;-0.21201;0.00263000000000002
982;276.0;;69.6;;27.4124746;Al0.14094B0.00022C0.00247Co0.07562Cr0.09142Hf0.00050Ni0.64183Re0.01436Ta0.01970W0.01293;0.17092;0.00268999999999997
1093;138.0;;70.1;;29.84125081;Al0.12631B0.00022C0.00247Co0.07543Cr0.09119Hf0.00050Ni0.64171Re0.01432Ta0.01638Ti0.01857W0.01290;-0.031007;0.00268999999999997
982;276.0;;70.3;;27.41792893;Al0.13802B0.00278C0.00020Co0.07644Cr0.06931Hf0.00050Mo0.00939Ni0.65543Re0.00968Ta0.02158W0.01634Y0.00034;0.11969;0.00297999999999998
982;276.0;;72.7;;27.43622569;Al0.13835B0.00022C0.00251Co0.10216Cr0.08106Hf0.00051Mo0.00941Ni0.61632Re0.00808Ta0.02163W0.01965Y0.00010;0.20103;0.00273000000000001
982;276.0;;72.7;;27.43622569;Al0.13885B0.00022C0.00252Co0.10253Cr0.08135Hf0.00051Mo0.00945Ni0.61304Re0.00649Ta0.02171W0.02301Y0.00034;0.20772;0.00273999999999996
871;552.0;;74.0;;25.01840109;Al0.14541B0.00022C0.00251Co0.10242Cr0.05804Hf0.00051Mo0.00944Ni0.63021Re0.00972Ta0.02335W0.01806Y0.00010;0.17918;0.00273000000000001
1148;90.0;;74.3;;31.0786751;Al0.13782B0.00277C0.00020Co0.07633Cr0.08075Hf0.00050Mo0.00938Ni0.64463Re0.00966Ta0.02155W0.01631Y0.00010;0.12805;0.00297000000000003
871;552.0;;75.7;;25.02968569;Al0.13097B0.00022C0.00245Co0.07495Cr0.09062Hf0.00049Mo0.00921Ni0.64016Re0.00949Ta0.01953Ti0.01230W0.00961;0.014595;0.00266999999999995
982;276.0;;76.2;;27.46185349;Al0.13787B0.00022C0.00250Co0.10181Cr0.08078Hf0.00050Mo0.00938Ni0.61930Re0.00967Ta0.02155W0.01632Y0.00010;0.191;0.00271999999999994
871;552.0;;76.5;;25.03490868;Al0.14318B0.00275C0.00020Co0.07564Cr0.05715Hf0.00050Mo0.00929Ni0.66107Re0.00958Ta0.02463Ti0.00621W0.00970Y0.00010;-0.0023064;0.00295000000000001
982;207.0;;76.8;;27.46612833;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
982;276.0;;80.4;;27.49109634;Al0.13782B0.00277C0.00020Co0.07633Cr0.08075Hf0.00050Mo0.00938Ni0.64463Re0.00966Ta0.02155W0.01631Y0.00010;0.12805;0.00297000000000003
982;276.0;;80.7;;27.49312629;Al0.15230B0.00022C0.00244Co0.09961Cr0.06774Hf0.00049Mo0.00918Ni0.62792Re0.00946Ta0.01298W0.01756Y0.00010;0.25057;0.00266
982;207.0;;81.5;;27.4985028;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
1148;90.0;;82.9;;31.14626599;Al0.12631B0.00022C0.00247Co0.07543Cr0.09119Hf0.00050Ni0.64171Re0.01432Ta0.01638Ti0.01857W0.01290;-0.031007;0.00268999999999997
982;276.0;;83.6;;27.51236888;Al0.14367B0.00276C0.00020Co0.07590Cr0.05735Hf0.00050Mo0.00932Ni0.65826Re0.00961Ta0.02637Ti0.00623W0.00973Y0.00010;-0.010539;0.00295999999999996
871;552.0;;84.3;;25.08314675;Al0.14319B0.00275C0.00020Co0.07564Cr0.05716Hf0.00050Mo0.00929Ni0.66110Re0.01117Ta0.02299Ti0.00621W0.00970Y0.00010;0.0064129;0.00295000000000001
871;552.0;;85.6;;25.09074999;Al0.12438B0.00021C0.00241Co0.07364Cr0.08903Hf0.00049Mo0.01809Ni0.60134Re0.01398Ta0.01599Ti0.06044;-0.34177;0.00261999999999996
982;276.0;;85.6;;27.52525457;Al0.14319B0.00275C0.00020Co0.07564Cr0.05716Hf0.00050Mo0.00929Ni0.66110Re0.01117Ta0.02299Ti0.00621W0.00970Y0.00010;0.0064129;0.00295000000000001
871;414.0;;86.4;;25.09537172;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
871;552.0;;86.8;;25.09766657;Al0.12666B0.00022C0.00247Co0.07564Cr0.09144Hf0.00050Ni0.63927Re0.00958Ta0.01642Ti0.01862W0.01907Y0.00010;-0.00035521;0.00268999999999997
871;552.0;;87.0;;25.09881002;Al0.12690B0.00022C0.00248Co0.07578Cr0.09162Hf0.00050Mo0.00310Ni0.63558Re0.00959Ta0.01645Ti0.01866W0.01911;-0.0060671;0.00270000000000004
871;448.5;;89.2;;25.11121739;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
1093;138.0;;90.0;;29.98949527;Al0.12666B0.00022C0.00247Co0.07564Cr0.09144Hf0.00050Ni0.63927Re0.00958Ta0.01642Ti0.01862W0.01907Y0.00010;-0.00035521;0.00268999999999997
871;552.0;;90.1;;25.11620516;Al0.12781B0.00022C0.00248Co0.10089Cr0.08005Hf0.00050Mo0.00930Ni0.61776Re0.00319Ta0.01643Ti0.01863W0.02264Y0.00010;0.038254;0.00270000000000004
1148;90.0;;90.4;;31.19971534;Al0.12676B0.00022C0.00245Co0.07505Cr0.09073Hf0.00050Mo0.00922Ni0.63796Re0.00950Ta0.01629Ti0.01848W0.01283;-0.01848;0.00266999999999995
871;414.0;;90.8;;25.12005021;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
982;248.4;;91.0;;27.55859695;Al0.11054B0.00083C0.00497Co0.10122Cr0.10325Hf0.00668Ni0.60864Ti0.02492W0.03894;0.036993;0.00580000000000003
982;276.0;;91.9;;27.56396097;Al0.14540B0.00022C0.00251Co0.10242Cr0.05804Hf0.00051Mo0.00944Ni0.63019Re0.00648Ta0.02335W0.02134Y0.00010;0.18901;0.00273000000000001
760;621.0;;92.4;;22.69053915;Al0.09213B0.00042C0.00246Co0.07432Cr0.10927Hf0.00063Mo0.00925Ni0.63480Ta0.01537Ti0.04204W0.01932;-0.20251;0.00287999999999999
760;621.0;;92.5;;22.69102441;Al0.09208B0.00024C0.00246Co0.07528Cr0.11036Hf0.00050Mo0.00925Ni0.63191Ta0.01537Ti0.04325W0.01931;-0.20664;0.00270000000000004
871;552.0;;92.7;;25.13033922;Al0.12782B0.00022C0.00248Co0.10090Cr0.08005Hf0.00050Mo0.00930Ni0.61779Re0.00639Ta0.01643Ti0.01863W0.01941Y0.00010;0.019382;0.00270000000000004
871;552.0;;94.5;;25.13989399;Al0.12676B0.00022C0.00245Co0.07505Cr0.09073Hf0.00050Mo0.00922Ni0.63796Re0.00950Ta0.01629Ti0.01848W0.01283;-0.01848;0.00266999999999995
982;276.0;;94.7;;27.58031922;Al0.14541B0.00022C0.00251Co0.10242Cr0.05804Hf0.00051Mo0.00944Ni0.63021Re0.00972Ta0.02335W0.01806Y0.00010;0.17918;0.00273000000000001
871;552.0;;96.5;;25.15029925;Al0.12653B0.00022C0.00245Cr0.07925Hf0.00049Mo0.01534Ni0.72155Re0.00632Ta0.01627Ti0.01845W0.01281Y0.00033;0.083687;0.00266999999999995
1148;90.0;;96.9;;31.24256609;Al0.13802B0.00278C0.00020Co0.07644Cr0.06931Hf0.00050Mo0.00939Ni0.65543Re0.00968Ta0.02158W0.01634Y0.00034;0.11969;0.00297999999999998
871;552.0;;97.1;;25.1533788;Al0.14540B0.00022C0.00251Co0.10242Cr0.05804Hf0.00051Mo0.00944Ni0.63019Re0.00648Ta0.02335W0.02134Y0.00010;0.18901;0.00273000000000001
982;179.4;;98.1;;27.5995446;Al0.09213B0.00042C0.00246Co0.07432Cr0.10927Hf0.00063Mo0.00925Ni0.63480Ta0.01537Ti0.04204W0.01932;-0.20251;0.00287999999999999
1093;138.0;;98.4;;30.0424313;Al0.13782B0.00277C0.00020Co0.07633Cr0.08075Hf0.00050Mo0.00938Ni0.64463Re0.00966Ta0.02155W0.01631Y0.00010;0.12805;0.00297000000000003
1093;138.0;;100.3;;30.05377707;Al0.13097B0.00022C0.00245Co0.07495Cr0.09062Hf0.00049Mo0.00921Ni0.64016Re0.00949Ta0.01953Ti0.01230W0.00961;0.014595;0.00266999999999995
1093;138.0;;100.6;;30.05554884;Al0.14419B0.00277C0.00020Co0.07617Cr0.05756Hf0.00050Mo0.00936Ni0.65552Re0.01446Ta0.02315Ti0.00625W0.00977Y0.00010;0.0086566;0.00297000000000003
871;552.0;;101.9;;25.17735127;Al0.13876B0.00022C0.00244Co0.07445Cr0.09000Hf0.00049Mo0.01829Ni0.64183Re0.01414Ta0.01940;0.15399;0.00266
982;276.0;;103.0;;27.62611072;Al0.12588B0.00022C0.00246Co0.07518Cr0.09089Hf0.00050Ni0.64459Re0.01903Ta0.01632Ti0.01851W0.00643;-0.042713;0.00268000000000002
871;552.0;;103.9;;25.18700819;Al0.14367B0.00276C0.00020Co0.07590Cr0.05735Hf0.00050Mo0.00932Ni0.65826Re0.00961Ta0.02637Ti0.00623W0.00973Y0.00010;-0.010539;0.00295999999999996
871;517.5;;105.0;;25.19224056;Al0.11054B0.00083C0.00497Co0.10122Cr0.10325Hf0.00668Ni0.60864Ti0.02492W0.03894;0.036993;0.00580000000000003
871;552.0;;110.0;;25.21535323;Al0.13885B0.00022C0.00252Co0.10253Cr0.08135Hf0.00051Mo0.00945Ni0.61304Re0.00649Ta0.02171W0.02301Y0.00034;0.20772;0.00273999999999996
871;552.0;;113.1;;25.22916122;Al0.14491B0.00022C0.00250Co0.10207Cr0.05784Hf0.00051Mo0.00940Ni0.63317Re0.01292Ta0.02327W0.01309Y0.00010;0.16589;0.00271999999999994
1148;90.0;;113.3;;31.3390607;Al0.14319B0.00275C0.00020Co0.07564Cr0.05716Hf0.00050Mo0.00929Ni0.66110Re0.01117Ta0.02299Ti0.00621W0.00970Y0.00010;0.0064129;0.00295000000000001
871;552.0;;114.3;;25.23440489;Al0.13782B0.00277C0.00020Co0.07633Cr0.08075Hf0.00050Mo0.00938Ni0.64463Re0.00966Ta0.02155W0.01631Y0.00010;0.12805;0.00297000000000003
982;220.8;;114.5;;27.68380089;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
982;276.0;;115.5;;27.68854039;Al0.14419B0.00277C0.00020Co0.07617Cr0.05756Hf0.00050Mo0.00936Ni0.65552Re0.01446Ta0.02315Ti0.00625W0.00977Y0.00010;0.0086566;0.00297000000000003
871;552.0;;119.1;;25.25484306;Al0.13835B0.00022C0.00251Co0.10216Cr0.08106Hf0.00051Mo0.00941Ni0.61632Re0.00808Ta0.02163W0.01965Y0.00010;0.20103;0.00273000000000001
871;552.0;;119.2;;25.25526004;Al0.15230B0.00022C0.00244Co0.09961Cr0.06774Hf0.00049Mo0.00918Ni0.62792Re0.00946Ta0.01298W0.01756Y0.00010;0.25057;0.00266
982;276.0;;119.8;;27.70846331;Al0.14491B0.00022C0.00250Co0.10207Cr0.05784Hf0.00051Mo0.00940Ni0.63317Re0.01292Ta0.02327W0.01309Y0.00010;0.16589;0.00271999999999994
1148;90.0;;121.4;;31.38167475;Al0.14367B0.00276C0.00020Co0.07590Cr0.05735Hf0.00050Mo0.00932Ni0.65826Re0.00961Ta0.02637Ti0.00623W0.00973Y0.00010;-0.010539;0.00295999999999996
982;276.0;;126.5;;27.73812361;Al0.12782B0.00022C0.00248Co0.10090Cr0.08005Hf0.00050Mo0.00930Ni0.61782Re0.00958Ta0.01643Ti0.01863W0.01617Y0.00010;0.0041343;0.00270000000000004
871;379.5;;133.8;;25.31266579;Al0.09208B0.00024C0.00246Co0.07528Cr0.11036Hf0.00050Mo0.00925Ni0.63191Ta0.01537Ti0.04325W0.01931;-0.20664;0.00270000000000004
1148;90.0;;143.2;;31.48359503;Al0.14318B0.00275C0.00020Co0.07564Cr0.05715Hf0.00050Mo0.00929Ni0.66107Re0.00958Ta0.02463Ti0.00621W0.00970Y0.00010;-0.0023064;0.00295000000000001
871;552.0;;147.4;;25.36076112;Al0.14419B0.00277C0.00020Co0.07617Cr0.05756Hf0.00050Mo0.00936Ni0.65552Re0.01446Ta0.02315Ti0.00625W0.00977Y0.00010;0.0086566;0.00297000000000003
1093;138.0;;153.7;;30.3069965;Al0.14537B0.00279C0.00020Co0.07680Cr0.05803Hf0.00051Mo0.00943Ni0.65576Re0.01782Ta0.02334W0.00985Y0.00010;0.098243;0.00299000000000005
982;276.0;;158.7;;27.86172404;Al0.14537B0.00279C0.00020Co0.07680Cr0.05803Hf0.00051Mo0.00943Ni0.65576Re0.01782Ta0.02334W0.00985Y0.00010;0.098243;0.00299000000000005
982;276.0;;161.8;;27.87226804;Al0.13876B0.00022C0.00244Co0.07445Cr0.09000Hf0.00049Mo0.01829Ni0.64183Re0.01414Ta0.01940;0.15399;0.00266
1100;120.0;;166.0;;30.5082084;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1200;70.0;;167.0;;32.73406136;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
982;220.8;;173.5;;27.91032085;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
1200;70.0;;182.0;;32.78908515;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
760;621.0;;184.4;;23.00053103;Al0.09224B0.00016C0.00247Co0.07542Cr0.11055Hf0.00066Mo0.00926Ni0.63051Ta0.01572Ti0.04333W0.01966;-0.21201;0.00263000000000002
1093;138.0;;184.5;;30.41535104;Al0.12676B0.00022C0.00245Co0.07505Cr0.09073Hf0.00050Mo0.00922Ni0.63796Re0.00950Ta0.01629Ti0.01848W0.01283;-0.01848;0.00266999999999995
1040;137.2;;205.5;;29.29672193;Al0.11612B0.00173C0.00401Co0.01012Cr0.13593Hf0.00084Nb0.01148Ni0.67191Re0.00482Ta0.02471W0.01832;0.10569;0.00573999999999997
1040;137.2;;211.1;;29.31205305;Al0.09969B0.00149C0.00319Co0.13011Cr0.07849Hf0.00083Mo0.00470Nb0.00998Ni0.61982Re0.00418Ta0.02624W0.02126;0.037775;0.00468000000000002
1200;70.0;;213.0;;32.88970316;Al0.13471Co0.05122Cr0.04596Hf0.00035Nb0.00338Ni0.69533Re0.01959Ta0.02606W0.02326Y0.00014;0.047786;0
1148;90.0;;220.1;;31.74886308;Al0.14537B0.00279C0.00020Co0.07680Cr0.05803Hf0.00051Mo0.00943Ni0.65576Re0.01782Ta0.02334W0.00985Y0.00010;0.098243;0.00299000000000005
1040;137.2;;220.3;;29.33637803;Al0.11123B0.00183C0.00453Co0.01103Cr0.09128Hf0.00097Mo0.00542Nb0.01725Ni0.70230Re0.00482Ta0.02469W0.02464;0.09998;0.00636000000000003
1040;137.2;;220.3;;29.33637803;Al0.11789B0.00165C0.00384Co0.01054Cr0.11584Hf0.00100Mo0.00539Nb0.00576Ni0.68089Re0.00482Ta0.03019W0.02219;0.12985;0.00548999999999999
1040;137.2;;220.5;;29.33689548;Al0.10938B0.00188C0.00452Co0.00576Cr0.09001Hf0.00086Mo0.00541Nb0.00572Ni0.70436Re0.00481Ta0.02194Ti0.01509W0.03026;0.064256;0.00639999999999996
982;220.8;;224.8;;28.05150437;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1200;70.0;;232.0;;32.9443638;Al0.13005Co0.06967Cr0.02221Hf0.00072Nb0.00207Ni0.69843Re0.02481Ta0.03368W0.01815Y0.00022;0.0051869;0
1040;137.2;;232.2;;29.36637709;Al0.11455B0.00127C0.00342Co0.01026Cr0.09036Hf0.00098Mo0.00539Nb0.01147Ni0.70285Re0.00482Ta0.03020W0.02444;0.083402;0.00468999999999997
1040;137.2;;240.4;;29.38616695;Al0.10408B0.00138C0.00310Co0.09078Cr0.08215Hf0.00083Mo0.00491Nb0.01048Ni0.64819Re0.00439Ta0.02748W0.02222;0.02808;0.00448000000000004
871;448.5;;240.5;;25.60399565;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1040;137.2;;244.8;;29.39650939;Al0.11530B0.00145C0.00361Co0.01077Cr0.09005Hf0.00102Mo0.00544Nb0.01089Ni0.69739Re0.00965Ta0.03022W0.02420;0.078252;0.00505999999999995
1148;90.0;;246.3;;31.81827093;Al0.14419B0.00277C0.00020Co0.07617Cr0.05756Hf0.00050Mo0.00936Ni0.65552Re0.01446Ta0.02315Ti0.00625W0.00977Y0.00010;0.0086566;0.00297000000000003
871;552.0;;257.2;;25.63734998;Al0.14537B0.00279C0.00020Co0.07680Cr0.05803Hf0.00051Mo0.00943Ni0.65576Re0.01782Ta0.02334W0.00985Y0.00010;0.098243;0.00299000000000005
1200;70.0;;261.0;;33.01971147;Al0.12609Co0.04846Cr0.03662Hf0.00036Nb0.00205Ni0.71481Re0.02045Ta0.03017W0.02071Y0.00029;0.027678;0
1050;140.0;;270.0;;29.67669426;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1040;137.2;;275.3;;29.46346556;Al0.10916B0.00149C0.00316Co0.04755Cr0.08605Hf0.00087Mo0.00518Nb0.01097Ni0.67889Re0.00461Ta0.02878W0.02329;0.027857;0.00465000000000004
982;220.8;;276.7;;28.16472149;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
1200;70.0;;281.0;;33.06694441;Al0.12258Co0.04334Cr0.02947Hf0.00036Nb0.00206Ni0.72889Re0.02229Ta0.03176W0.01910Y0.00014;0.0151;0
982;220.8;;288.1;;28.18672679;Al0.09761Co0.02560Cr0.00691Hf0.00067Mo0.00574Ni0.78793Ta0.01462Ti0.03977W0.02116;-0.17628;0
1040;137.2;;298.7;;29.50998385;Al0.11186B0.00144C0.00311Co0.02439Cr0.08809Hf0.00091Mo0.00532Nb0.01125Ni0.69559Re0.00471Ta0.02947W0.02386;0.043632;0.00455000000000005
982;220.8;;304.6;;28.21708102;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
1040;137.2;;311.1;;29.53317771;Al0.12620B0.00157C0.00409Co0.01049Cr0.08425Hf0.00088Mo0.00543Nb0.00574Ni0.71128Re0.00482Ta0.01922W0.02604;0.1834;0.00566
1100;120.0;;319.0;;30.89770461;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;323.3;;29.55511229;Al0.11446B0.00132C0.00363Cr0.09029Hf0.00073Mo0.00539Nb0.01146Ni0.71330Re0.00482Ta0.03018W0.02442;0.13014;0.00495000000000001
1040;137.2;;328.3;;29.56386367;Al0.12100B0.00152C0.00320Co0.01080Cr0.08812Hf0.00099Mo0.00545Ni0.69888Re0.00484Ta0.04120W0.02400;0.13832;0.00471999999999995
1040;137.2;;333.5;;29.57282484;Al0.11449B0.00184C0.00342Co0.01057Cr0.09032Hf0.00098Mo0.00539Nb0.01146Ni0.70209Re0.00482Ta0.03019W0.02443;0.082089;0.00526000000000004
871;448.5;;339.8;;25.77571954;Al0.09092Co0.05015Cr0.12051Mo0.00567Ni0.65195Ta0.01444Ti0.04545W0.02090;-0.22943;0
1037;124.2;;344.6;;29.52388301;Al0.12353Cr0.11790Ni0.71390Ta0.02039W0.02428;0.17981;0
1040;137.2;;351.2;;29.60231307;Al0.12210B0.00143C0.00360Co0.01057Cr0.08531Hf0.00090Mo0.00540Nb0.00578Ni0.70714Re0.00484Ta0.02472W0.02822;0.15439;0.00502999999999998
760;759.0;;368.0;;23.3105208;Al0.09628Co0.02525Cr0.11468Mo0.00566Ni0.68362Ta0.01442Ti0.03922W0.02087;-0.14869;0
1100;120.0;;377.0;;30.99731667;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
950;240.0;;380.0;;27.61507534;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1150;90.0;;387.0;;32.1423127;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;388.9;;29.66045722;Al0.11774B0.00151C0.00350Co0.01074Cr0.08918Hf0.00098Mo0.00542Nb0.00573Ni0.70042Re0.00485Ta0.03570W0.02423;0.10156;0.00500999999999996
1040;137.31;;400.0;;29.67650477;Al0.12111Cr0.05713Mo0.01238Ni0.75821Ta0.02134Ti0.01365W0.01616;0.064276;0
1040;137.2;;415.4;;29.6980465;Al0.12140B0.00149C0.00342Co0.01065Cr0.08965Hf0.00091Mo0.00544Nb0.00575Ni0.69974Re0.00965Ta0.03294W0.01897;0.092845;0.00490999999999997
1050;140.0;;416.0;;29.92506048;Al0.13896Co0.08209Cr0.08141Hf0.00068Mo0.01261Ni0.63468Re0.00974Ta0.02339W0.01645;0.10958;0
1040;137.2;;430.0;;29.71774408;Al0.11985B0.00150C0.00357Co0.01076Cr0.08719Hf0.00087Mo0.00544Nb0.00576Ni0.70361Re0.00484Ta0.03021W0.02639;0.13038;0.00507000000000002
1040;137.2;;433.4;;29.72223513;Al0.11976B0.00157C0.00319Co0.01075Cr0.08869Hf0.00088Mo0.00543Nb0.00574Ni0.69821Re0.00967Ta0.03294W0.02317;0.098065;0.00475999999999999
1150;90.0;;435.0;;32.21457021;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
1040;137.2;;436.5;;29.72629932;Al0.12172B0.00167C0.00368Co0.01066Cr0.08805Hf0.00091Mo0.00545Nb0.00576Ni0.70009Re0.00965Ta0.03018W0.02220;0.11673;0.00534999999999997
1040;137.31;;440.0;;29.73085336;Al0.10657Co0.04879Cr0.11060Ni0.69079Ta0.01271Ti0.01802W0.01251;-0.038336;0
850;500.0;;450.0;;25.43955765;Al0.12914Co0.05279Cr0.09574Hf0.01952Mo0.00389Ni0.63821Ta0.02063Ti0.01300W0.02708;-0.21295;0
1040;137.2;;454.3;;29.74909101;Al0.12355B0.00178C0.00374Co0.01077Cr0.05265Hf0.00079Mo0.00541Nb0.00573Ni0.71972Re0.01931Ta0.03019W0.02636;0.11434;0.00551999999999997
1040;137.2;;460.6;;29.75694432;Al0.12178B0.00154C0.00326Co0.01078Cr0.05221Hf0.00086Mo0.00542Nb0.00573Ni0.72277Re0.01472Ta0.03022W0.03072;0.10923;0.00480000000000003
1050;140.0;;468.0;;29.99273526;Al0.12587Co0.09262Cr0.07581Hf0.00034Mo0.00379Ni0.63754Re0.00977Ta0.02179Ti0.01267W0.01979;-0.029938;0
1150;90.0;;473.0;;32.2663274;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
1040;137.2;;477.5;;29.77749204;Al0.11909B0.00205C0.00313Co0.01046Cr0.07295Hf0.00073Mo0.02706Nb0.00578Ni0.70878Re0.00484Ta0.02471W0.02043;0.15427;0.00517999999999996
1150;90.0;;485.0;;32.28181049;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
1100;120.0;;487.0;;31.14997726;Al0.11443Co0.03419Cr0.01750Hf0.00036Nb0.00140Ni0.75197Re0.02618Ta0.03592W0.01768Y0.00037;0.0065598;0
1100;120.0;;498.0;;31.16329589;Al0.12886Co0.08597Cr0.05359Hf0.00035Nb0.00068Ni0.65821Re0.01633Ta0.03010W0.02584Y0.00007;0.066404;0
871;448.5;;502.3;;25.96990188;Al0.09105Co0.05022Cr0.12068Hf0.00066Mo0.00568Ni0.65082Ta0.01446Ti0.04551W0.02093;-0.2391;0
1040;137.2;;507.3;;29.81201276;Al0.11844B0.00150C0.00357Co0.01055Cr0.08059Hf0.00098Mo0.01626Nb0.00576Ni0.70510Re0.00484Ta0.03020W0.02222;0.12748;0.00507000000000002
1040;137.2;;508.9;;29.81380841;Al0.11994B0.00147C0.00322Co0.00958Cr0.07017Hf0.00078Mo0.00542Nb0.00574Ni0.71315Re0.00964Ta0.03019W0.03068;0.12515;0.00468999999999997
1040;137.2;;509.9;;29.81492782;Al0.11791B0.00145C0.00319Co0.01075Cr0.08773Hf0.00091Mo0.00543Nb0.00574Ni0.70158Re0.00482Ta0.03294W0.02754;0.11314;0.00463999999999998
1040;137.2;;525.5;;29.83211198;Al0.11798B0.00139C0.00319Co0.01087Cr0.08707Hf0.00095Mo0.00543Nb0.00574Ni0.70184Re0.00482Ta0.03158W0.02913;0.12023;0.00458000000000003
871;448.5;;546.5;;26.01180315;Al0.09761Co0.02560Cr0.00691Hf0.00067Mo0.00574Ni0.78793Ta0.01462Ti0.03977W0.02116;-0.17628;0
